Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_56_684.jpg;-1.576597;1;0;3.863994;107.3171;58.78934;1.417955;286.3961;-0.001719866
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_56_751.jpg;0;1;0;3.915111;107.3838;58.5638;1.426891;286.1968;-0.003520133
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_56_819.jpg;0;1;0;3.952346;107.4729;58.25956;1.436394;286.1267;-0.003692504
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_56_884.jpg;0;1;0;3.990593;107.54;58.02864;1.445384;286.1098;-0.00387822
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_56_952.jpg;2.158826;1;0;4.040736;107.6075;57.79551;1.45301;286.1353;-0.003565011
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_57_020.jpg;1.865243;1;0;4.077614;107.7004;57.48205;1.455364;286.5655;-0.004066288
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_57_086.jpg;0;1;0;4.114718;107.7707;57.24439;1.458998;286.7128;-0.00286574
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_57_150.jpg;0;1;0;4.164395;107.8415;57.00452;1.464268;286.7483;-0.002000191
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_57_217.jpg;0;1;0;4.201663;107.937;56.68149;1.465893;286.7403;-0.001753584
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_57_284.jpg;0;1;0;4.238478;108.0093;56.4367;1.468912;286.7216;-0.001364832
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_57_351.jpg;0;1;0;4.286923;108.0823;56.18975;1.474838;286.6981;-0.001383145
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_57_418.jpg;0;1;0;4.324154;108.1804;55.85727;1.476204;286.6666;-0.001391859
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_57_486.jpg;0;1;0;4.360578;108.2546;55.60537;1.480219;286.6416;-0.001434645
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_57_551.jpg;0;1;0;4.408512;108.3293;55.35133;1.485645;286.6158;-0.001446125
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_57_619.jpg;0;1;0;4.445343;108.4296;55.00939;1.487902;286.5812;-0.001846681
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_57_685.jpg;0;1;0;4.481352;108.5051;54.75034;1.491298;286.4914;-0.001554101
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_57_752.jpg;0;1;0;4.529067;108.5812;54.48918;1.496182;286.4405;-0.001162302
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_57_820.jpg;0;1;0;4.565124;108.6831;54.13773;1.4971;286.3822;-0.001315941
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_57_886.jpg;0;0.9002265;0;4.600441;108.7601;53.87185;1.49293;286.3467;-0.001486711
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_57_951.jpg;0;0.6992694;0;4.639399;108.8372;53.60452;1.476975;286.3135;-0.001314581
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_58_020.jpg;0;0.4941329;0;4.657605;108.9401;53.24697;1.424834;286.2705;-0.00122477
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_58_085.jpg;0;0.3017398;0;4.667202;109.0171;52.97894;1.347128;286.239;-0.0011284
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_58_151.jpg;0;0.09632204;0;4.665483;109.0937;52.71175;1.226556;286.2086;-0.000993153
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_58_219.jpg;0;0;0;4.653571;109.195;52.35784;0.9910671;286.171;-0.0007214666
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_58_287.jpg;0;0;0;4.638682;109.2705;52.09418;0.7697309;286.1455;-0.0003673292
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_58_351.jpg;0;0;0;4.618814;109.3455;51.83183;0.5241668;286.1233;0.001071584
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_58_419.jpg;0;0;0;4.603902;109.4453;51.48374;0.1785919;286.1032;0.01291106
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_58_487.jpg;0;0;0;4.588947;109.5198;51.22345;359.9333;286.0894;0.01721372
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_58_551.jpg;0;0;0;4.567939;109.5943;50.96314;359.7438;286.0714;-0.002013121
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_58_619.jpg;0;0;0;4.552076;109.6941;50.617;359.5302;286.0675;-0.0002012772
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_58_687.jpg;0;0;0;4.535956;109.7686;50.35794;359.4001;286.0652;-0.001768989
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_58_753.jpg;0;0;0;4.514303;109.843;50.09939;359.2965;286.0636;-0.00337889
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_58_819.jpg;-2.94674;0;0;4.498842;109.941;49.75516;359.197;285.8614;-0.004222865
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_58_887.jpg;-5.945116;0;0;4.481418;110.0109;49.49683;359.1434;285.3491;359.9285
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_58_953.jpg;-9.018777;0;0;4.457588;110.0769;49.23787;359.1316;284.4806;359.8112
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_59_017.jpg;-5.948873;0;0;4.440002;110.1592;48.89161;359.1931;283.2032;359.6123
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_59_084.jpg;-3.136906;0;0;4.422737;110.219;48.63084;359.346;282.5126;359.5346
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_59_151.jpg;-0.1932764;0;0;4.398089;110.2769;48.37003;359.536;282.1227;359.4874
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_59_218.jpg;0;0;0;4.383101;110.3517;48.02425;359.7289;281.9565;359.4137
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_59_284.jpg;0;0;0;4.368392;110.4071;47.7663;359.8449;281.9284;359.3833
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_59_352.jpg;0;0;0;4.353664;110.4618;47.5098;359.9213;281.9182;359.3593
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_59_420.jpg;0;0;0;4.334469;110.5341;47.16997;359.9716;281.9162;359.3532
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_59_487.jpg;0;0;0;4.320027;110.588;46.91658;359.9804;281.9194;359.3727
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_59_550.jpg;0;0;0;4.300843;110.6416;46.66442;359.9649;281.9225;359.4069
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_59_614.jpg;0;0;0;4.28645;110.695;46.41342;359.9323;281.9275;359.4586
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_59_685.jpg;0;0;0;4.27211;110.7657;46.08048;359.8633;281.9333;359.5439
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_59_753.jpg;-1.511043;0;0;4.252964;110.8183;45.83192;359.8002;281.915;359.617
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_59_820.jpg;-4.515146;0;0;4.238305;110.8848;45.50127;359.7116;281.4638;359.6545
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_59_884.jpg;-7.58813;0;0;4.222796;110.9302;45.25343;359.6551;280.697;359.6104
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_16_59_951.jpg;-10.48514;0;0;4.20001;110.9702;45.00549;359.6146;279.5498;359.4818
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_17_00_018.jpg;-7.52119;0;0;4.182541;111.016;44.67484;359.5971;277.8795;359.2241
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_17_00_087.jpg;-4.536084;0;0;4.166585;111.048;44.4258;359.6918;276.9485;359.1107
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_17_00_152.jpg;-1.447397;0;0;4.143551;111.0781;44.17603;359.8684;276.3757;359.0693
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_17_00_222.jpg;0;0;0;4.128782;111.116;43.84496;0.05107963;276.1315;359.0433
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_17_00_285.jpg;0;0;0;4.115357;111.1434;43.59887;0.1066449;276.0919;359.0531
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_17_00_349.jpg;0;0;0;4.10205;111.1702;43.35434;0.1141345;276.082;359.0786
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_17_00_421.jpg;0;0;0;4.084128;111.2054;43.03051;0.06788316;276.081;359.1364
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_17_00_487.jpg;0;0;0;4.070676;111.2314;42.78909;0.002226068;276.081;359.1931
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_17_00_554.jpg;0;0;0;4.052598;111.2575;42.54856;359.9323;276.0854;359.2719
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_17_00_622.jpg;0;0;0;4.038933;111.292;42.22929;359.8292;276.0927;359.401
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_17_00_691.jpg;0;0;0;4.025278;111.3176;41.99094;359.7416;276.0952;359.5033
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_17_00_752.jpg;0;0;0;4.007024;111.3432;41.75333;359.6598;276.1018;359.6214
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_17_00_815.jpg;0;0;0;3.993525;111.3685;41.51666;359.569;276.1028;359.7308
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_17_00_882.jpg;0;0;0;3.979774;111.4023;41.20209;359.466;276.1119;359.8936
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_17_00_949.jpg;0;0;0;3.961517;111.4273;40.96706;359.39;276.1139;0.004020724
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_17_01_018.jpg;0;0;0;3.948046;111.4599;40.65431;359.323;276.097;0.09362034
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_17_01_086.jpg;0;0;0;3.93329;111.4845;40.42049;359.2877;276.0884;0.145004
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_17_01_150.jpg;0;0;0.09715004;3.914696;111.5086;40.18709;359.2783;276.0709;0.1567197
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_17_01_223.jpg;0;0;0.306897;3.873541;111.5407;39.88182;359.1687;276.0618;0.1690655
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_17_01_289.jpg;0;0;0.5100936;3.796868;111.5633;39.66064;358.9766;276.0486;0.1177196
C:\Users\YangTianyi\Desktop\robotics\perception\IMG\robocam_2018_01_07_17_17_01_353.jpg;0;0;0.7085854;3.636438;111.5843;39.44815;358.6851;276.02;-0.001941719
